source_type,raw_text,language,event_date,label_gpt
stackoverflow,"nuxt 3 a composable that requires access to the nuxt instance was called outside of a plugin, nuxt hook, nuxt middleware, or vue setup function",typescript,2023,web frontend
stackoverflow,how to make swiftui widget buttons fill their container height when using geometryreader with calculated row heights?,swift,2025,mobile
stackoverflow,error while trying to use nette framework with nextras/orm package - model object injected to a handler is always null,php,2025,web backend
stackoverflow,"when try ing to run the project on the server, it shows could not get constructor for org.hibernate.persister.entity.singletableentitypersister",java,2024,web backend
stackoverflow,thread running at user-initiated quality-of-service class waiting on a lower qos thread running at utility quality-of-service class,swift,2024,embedded
stackoverflow,the dio interceptor enters the loop and i get a 401 error. how can i renew my token according to the period of before each discarded request?,dart,2024,mobile
stackoverflow,"is there any way to analyze the whole python code with pylint, even if there is syntax error? if there is syntax error it always gets stuck at that",python,2024,developer tools
stackoverflow,undefined method 'arity' for an instance of hash when upgrading rails 8.0.3 => 8.1.0,ruby,2025,web backend
stackoverflow,"using javascript and/or jquery, trying to update multiple dropdowns from a master dropdown, but only the last dropdown is getting updated",javascript,2025,web frontend
stackoverflow,"r - readogr(), terra::vect and sf::st_read : cannot open shapefile while file.exists = true and .shp, .dbf and .shx files in the same folder",r,2023,data_ai
stackoverflow,invalid hook call. hooks can only be called inside of the body of a function component when using usenavigate and useeffect with axios interceptors,javascript,2023,web frontend
stackoverflow,"lua love: mapping from isometric screen coordinates to game coordinates results in ""off by one"" x-coord",lua,2025,game
stackoverflow,trying to create an endgame chess engine fully on my own in python. keeping getting assertionerror: san() and lan() expect move to be legal or null,python,2024,game
stackoverflow,code charge studio 5.1 converting project from 4.3 ver gives converter script error - wrong number of arguments or property assignment,php,2025,developer tools
stackoverflow,"cannot connect to postgresql database over prisma python client. ""prisma.engine.errors.engineconnectionerror: could not connect to the query engine""",python,2024,web backend
stackoverflow,entity framework core upgrade from 2.1.4 to 5.0.5 or 6.0.* migration add error unable to cast object of type 'system.int32' to type 'system.int64',c#,2023,data_ai
stackoverflow,core data : no nsvaluetransformer with class name xxx was found for attribute yyy on entity zzz for custom `nssecureunarchivefromdatatransformer`,swift,2023,data_ai
stackoverflow,how do i create a python installation exactly like the installation from python's official installer by building from source in windows?,python,2025,developer tools
stackoverflow,"error:job for jenkins.service failed because the control process exited with error code. see ""systemctl status jenkins.service"" and ""journalctl -xe""",java,2023,devops_cloud
stackoverflow,the 'org.jetbrains.kotlin.multiplatform' plugin deprecated compatibility with android gradle plugin: 'com.android.application',kotlin,2025,developer tools
stackoverflow,@rollup/plugin-typescript ts2307: cannot find module '../xxx/helloworld.svelte' or its corresponding type declarations,"typescript, javascript",2025,web frontend
stackoverflow,"""sdk version issue. this app was built with the ios 16.2 sdk. all ios and ipados apps must be built with the ios 17 sdk or later""",swift,2024,mobile
stackoverflow,the ‘gitsigns’ plugin outputs an error e5560 in neovim,lua,2025,developer tools
stackoverflow,"explicit lifetime for self in trait seems to cause ""e0499 cannot borrow `*emitter` as mutable more than once at a time"" in a loop",rust,2024,developer tools
stackoverflow,"fastapi: not able to use asyncmock in ""async with connection.execute()"" context for aiosqlite (async sqlite3 library) while testing the endpoint",python,2025,testing_qa
stackoverflow,> task :app:compiledebugkotlin failed execution failed for task ':app:compiledebugkotlin'. > compilation error. see log for more detail build failed,kotlin,2024,mobile
stackoverflow,embed/insert/add json ocr data generated by 'google cloud vision (ocr)' inside a pdf file and make the pdf searchable,php,2024,data_ai
stackoverflow,"error: azure.messaging.eventhubs: the path to an event hub may be specified as part of the connection string or as a separate value, but not both",c#,2023,devops_cloud
stackoverflow,attach and debug nvim current running session's plugin with a lua debugger,lua,2024,developer tools
stackoverflow,"how to address ""error in model.frame.default(y, data = i) : 'data' must be a data.frame, environment, or list'"" when i is in fact a dataframe",r,2023,data_ai
stackoverflow,"error in camunda 8 self-managed zeebe cluster on aks: ""context ancestry chain length is abnormally long. this suggests an error in application code.""",java,2023,web backend
stackoverflow,"how to convert an outputstream created by openpdf (java library) to readable and downloadable via http response (http4s, scala) pdf document?","java, scala, javascript",2023,web backend
stackoverflow,exception thrown at 0x00007ffecfcbb16b (ucrtbase.dll) in project-512.exe: 0xc0000005: access violation writing location 0xfffffffff9cf4880,c,2024,embedded
stackoverflow,"when using embedded perl, croak will exit entire application",perl,2025,embedded
stackoverflow,spring webflux with reactive httpserviceproxy requests results in no converter found capable of converting from type,kotlin,2025,web backend
stackoverflow,"the application could not be installed. installation failed due to: 'error code: 'unknown', message='unknown failure: '[cds]close[0]","java, kotlin",2024,testing_qa
stackoverflow,"read specific column of excel file in r, but using name instead of range/placement, like `col_select` argument in `readr::read_csv`",r,2024,data_ai
